0.000000000000000000e+00;8.000000000000000000e+00;;;;;;;;;;
0.000000000000000000e+00;9.000000000000000000e+00;;;;;;;;;;
0.000000000000000000e+00;1.000000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;1.100000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;1.200000000000000000e+01;;;;;;;;;0;187
0.000000000000000000e+00;1.300000000000000000e+01;;;;;;;;;1;251
0.000000000000000000e+00;1.400000000000000000e+01;;;;;;;;;2;348
0.000000000000000000e+00;1.500000000000000000e+01;;;;;;;;;3;2
0.000000000000000000e+00;1.600000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;1.700000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;1.800000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;1.900000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;2.000000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;2.100000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;2.200000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;2.300000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;2.400000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;2.500000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;2.600000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;2.700000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;2.800000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;2.900000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;3.000000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;3.100000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;3.300000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;3.500000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;3.700000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;3.900000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;4.100000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;4.300000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;4.500000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;4.700000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;4.900000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;5.100000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;5.300000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;5.500000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;5.700000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;6.100000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;6.300000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;6.400000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;6.500000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;6.700000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;6.800000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;7.000000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;7.100000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;7.200000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;7.400000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;7.800000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;8.200000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;8.300000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;8.700000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;9.100000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;9.200000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;9.400000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;9.500000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;9.600000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;9.700000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;9.900000000000000000e+01;;;;;;;;;;
0.000000000000000000e+00;1.010000000000000000e+02;;;;;;;;;;
0.000000000000000000e+00;1.020000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;2.600000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;2.620000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;2.640000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;2.660000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;2.680000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;2.700000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;2.720000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;2.740000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;2.760000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;2.780000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;2.800000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.810000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;2.820000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.820000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;2.830000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.830000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.840000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.850000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.860000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;2.870000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.870000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;2.880000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.880000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.890000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.900000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.910000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.920000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.930000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.940000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.950000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.960000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.970000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.980000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;2.990000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;3.000000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;3.010000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;3.020000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;3.020000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;3.030000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;3.040000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;3.050000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;3.060000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;3.070000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;3.080000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;3.090000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;3.100000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;3.100000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;3.110000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;3.110000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;3.120000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;3.120000000000000000e+02;;;;;;;;;;
1.000000000000000000e+00;3.130000000000000000e+02;;;;;;;;;;
2.000000000000000000e+00;3.130000000000000000e+02;;;;;;;;;;
